PBO Station Position Time Series.
Format Version, 1.2.0
Reference Frame, NAM14
4-character ID, KAGA
Station name, KangiaNorthGrenL
Begin Date, 2006-05-24
End Date, 2020-06-24
Release Date, 2020-06-25
Source file, KAGA.cwu.nam14.pos
Offset from source file, -11.21 mm North, -29.68 mm East, 139.96 mm Vertical
Reference position, 69.2223010990 North Latitude, -49.8146285775 East Longitude, 149.91394 meters elevation
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality,
2006-11-26,11.87, -15.60, 73.02, 44.6, 79.04, 181.32, repro,
2006-11-27,11.36, -18.00, 9.38, 41.29, 71.47, 197.85, repro,
2006-11-28,-20.02, -2.56, 28.21, 43.8, 57.17, 158.83, repro,
2006-11-29,-15.89, 11.23, 183.57, 35.75, 55.83, 140.92, repro,
2006-11-30,20.63, -46.33, 80.83, 48.36, 60.33, 185.52, repro,
2006-12-01,-2.38, -3.28, 8.11, 33.47, 45.51, 118.96, repro,
2006-12-02,12.91, -31.22, 24.93, 102.85, 186.63, 225.02, repro,
2006-12-03,-18.88, 8.58, 51.40, 35.28, 51.54, 128.19, repro,
2006-12-04,-7.09, 10.71, -29.78, 34.48, 41.71, 93.36, repro,
2006-12-05,11.12, -27.03, -18.56, 41.32, 97.67, 189.38, repro,
2006-12-06,-66.44, -130.34, 32.82, 106.92, 321.76, 705.04, repro,
2006-12-07,-519.31, 231.79, 414.67, 555.68, 272.67, 497.2, repro,
2006-12-08,-69.14, 41.80, 75.64, 93.23, 75.52, 305.19, repro,
2006-12-09,-6.61, -31.34, 15.39, 46.13, 52.71, 126.2, repro,
2006-12-10,5.43, -0.68, -15.19, 53.3, 78.83, 299.02, repro,
2006-12-11,-13.15, -2.03, 29.57, 37.5, 47.44, 125.35, repro,
2006-12-12,-24.72, -15.94, -27.74, 95.55, 126.42, 367.28, repro,
2006-12-13,0.59, 3.75, -54.19, 39.92, 48.25, 154.47, repro,
2006-12-15,-15.66, 21.35, 54.99, 36.94, 42.01, 132.78, repro,
2006-12-16,6.78, 17.55, -8.65, 46.7, 48.46, 175.32, repro,
2006-12-17,1.85, 19.55, 71.28, 35.65, 46.93, 117.93, repro,
2006-12-18,2.86, -2.30, -24.23, 42.18, 52.44, 135.16, repro,
2006-12-19,-14.54, 12.15, 56.60, 118.08, 111.59, 246.97, repro,
2006-12-20,2.05, 62.73, 226.96, 63.72, 86.75, 213.87, repro,
2006-12-21,17.59, 30.66, 118.47, 54.9, 58.42, 127.5, repro,
2006-12-22,47.29, -5.86, 46.42, 95.96, 79.84, 159.34, repro,
2007-01-19,88.26, -160.50, 75.29, 201, 327.18, 1143.5, repro,
2007-01-23,-0.28, 6.24, 117.20, 56.26, 81.55, 302.82, repro,
2007-01-24,-75.14, 14.90, -143.27, 323.89, 299.34, 826.89, repro,
2007-02-05,-13.41, 12.09, 41.41, 54.11, 66.11, 94.58, repro,
2007-02-06,17.54, 34.39, -47.17, 54.51, 67.33, 109.71, repro,
2007-02-07,-42.34, -31.71, 35.20, 59.71, 91.58, 138.39, repro,
2007-02-08,42.86, 68.02, -33.93, 50.2, 52.93, 135.32, repro,
2007-02-09,14.27, 28.44, -124.24, 52.83, 71.36, 149.8, repro,
2007-02-10,14.23, 18.03, -40.19, 54.92, 59.26, 187.43, repro,
2007-02-11,-0.30, 24.71, 25.40, 52.35, 65.05, 149.75, repro,
2007-02-12,15.63, 34.35, -108.23, 55.96, 111.07, 167.23, repro,
2007-02-13,-15.91, -84.85, -59.09, 157.43, 422.34, 281.17, repro,
2007-02-14,14.51, -17.04, -45.45, 56.83, 103.89, 217.74, repro,
2007-02-15,3.74, -38.27, 94.05, 72.17, 158.94, 244.46, repro,
2007-02-16,2.58, -15.18, -42.84, 49.02, 60.7, 208.69, repro,
2007-02-17,-13.53, -86.81, 103.45, 71.35, 164.1, 250.41, repro,
2007-02-18,25.86, 23.42, -37.16, 38.4, 60.92, 195.52, repro,
2007-02-19,12.89, -16.06, -4.46, 47.88, 51.98, 203.01, repro,
2007-02-20,-3.17, -13.38, -14.83, 38.8, 42.17, 106.27, repro,
2007-02-21,21.95, -12.31, -17.48, 46.75, 41.04, 83.59, repro,
2007-02-22,10.16, -11.92, 48.88, 50.89, 39.29, 89.39, repro,
2007-02-23,36.34, -9.17, -9.30, 41.01, 38.84, 77.71, repro,
2007-02-24,4.75, -20.46, 8.06, 39.29, 40.63, 125.28, repro,
2007-02-25,2.47, -38.97, 23.79, 44.66, 64.84, 82.05, repro,
2007-02-26,16.48, -7.88, -8.79, 38.46, 37.43, 69.94, repro,
2007-02-27,10.16, -21.15, 23.00, 38.24, 38.91, 73.48, repro,
2007-02-28,18.36, 152.81, -75.64, 104.6, 237.36, 180.8, repro,
2007-03-01,23.41, 12.73, 8.20, 57.73, 44.66, 107.16, repro,
2007-03-02,13.42, -14.57, 18.69, 47.8, 55.13, 100.68, repro,
2007-03-03,7.59, -6.32, -18.53, 44.62, 54.05, 105.47, repro,
2007-03-04,16.89, -11.94, 36.40, 38.32, 41.26, 91.2, repro,
2007-03-05,-34.62, -12.90, 38.01, 68.62, 66.07, 124.13, repro,
2007-03-06,2.74, 11.43, -8.47, 37.46, 45.96, 112.21, repro,
2007-03-07,12.18, 4.90, 2.73, 55.19, 66.78, 194.54, repro,
2007-03-08,0.68, 2.31, 15.40, 40.32, 41.94, 155.65, repro,
2007-03-09,-3.14, 3.42, 56.17, 38.18, 45.86, 159.85, repro,
2007-03-10,9.82, -0.23, -22.34, 38.18, 52.09, 166.28, repro,
2007-03-11,52.80, 30.25, -52.94, 67.32, 52.65, 261.36, repro,
2007-03-12,12.88, 25.38, -68.40, 40.31, 44.1, 130.69, repro,
2007-03-13,48.72, 5.48, -68.59, 65.61, 58.36, 198.31, repro,
2007-03-14,-32.75, -37.72, -30.19, 44.48, 57.19, 131.14, repro,
2007-05-12,-5.26, -6.57, 8.51, 4.6, 2.9, 15.98, repro,
2007-05-13,-7.14, -5.25, 11.34, 2.17, 1.52, 8.45, repro,
2007-05-14,-7.21, -5.19, 7.70, 2.27, 1.58, 8.78, repro,
2007-05-15,-7.66, -5.18, 7.66, 2.29, 1.57, 8.72, repro,
2007-05-16,-5.10, -4.98, 0.27, 2.18, 1.51, 8.45, repro,
2007-05-17,-7.81, -4.28, 10.69, 2.35, 1.6, 8.99, repro,
2007-05-18,-5.97, -3.84, 11.29, 2.42, 1.73, 9.49, repro,
2007-05-19,-5.49, -3.87, 14.30, 2.26, 1.57, 8.86, repro,
2007-05-20,-8.34, -5.73, 12.61, 2.41, 1.67, 9.06, repro,
2007-05-21,-7.57, -4.76, 5.07, 2.18, 1.54, 8.4, repro,
2007-05-22,-7.45, -4.20, 3.42, 2.32, 1.58, 8.81, repro,
2007-05-23,-6.01, -5.76, 4.46, 2.38, 1.68, 9.2, repro,
2007-05-24,-7.46, -4.99, 14.75, 2.73, 1.95, 10.64, repro,
2007-05-25,-6.78, -4.53, 8.99, 2.41, 1.7, 9.41, repro,
2007-05-26,-4.94, -5.35, 9.30, 2.48, 1.73, 9.59, repro,
2007-05-27,-7.45, -3.33, 9.06, 2.35, 1.65, 9.07, repro,
2007-05-28,-6.42, -4.29, 7.55, 2.2, 1.55, 8.5, repro,
2007-05-29,-7.57, -2.90, -1.83, 2.16, 1.51, 8.37, repro,
2007-05-30,-9.52, -3.61, 0.78, 2.29, 1.59, 8.85, repro,
2007-05-31,-6.16, -3.60, -4.36, 2.18, 1.53, 8.39, repro,
2007-06-01,-7.45, -3.26, 1.92, 2.16, 1.51, 8.33, repro,
2007-06-02,-6.47, -4.99, 6.18, 2.18, 1.57, 8.66, repro,
2007-06-03,-6.77, -4.44, 8.43, 2.21, 1.53, 8.56, repro,
2007-06-04,-8.20, -4.15, 4.09, 2.32, 1.61, 8.95, repro,
2007-06-05,-6.87, -3.74, 7.85, 2.24, 1.59, 8.8, repro,
2007-06-06,-8.03, -4.20, 7.00, 2.23, 1.56, 8.47, repro,
2007-06-07,-8.69, -4.49, 8.22, 2.15, 1.51, 8.3, repro,
2007-06-08,-8.26, -3.31, 1.24, 2.24, 1.54, 8.67, repro,
2007-06-09,-6.45, -2.72, -8.63, 3.09, 2.12, 11.96, repro,
2007-06-10,-9.20, -3.64, -13.49, 2.17, 1.53, 8.44, repro,
2007-06-11,-7.12, -4.58, -8.72, 2.24, 1.6, 8.68, repro,
2007-06-12,-10.42, -3.45, -24.23, 2.36, 1.73, 9.12, repro,
2007-06-13,-8.40, -3.29, -14.65, 2.38, 1.73, 9.25, repro,
2007-06-14,-6.41, -4.97, -13.77, 2.44, 1.68, 9.24, repro,
2007-06-15,-8.15, -4.93, 2.96, 2.28, 1.64, 8.67, repro,
2007-06-16,-7.38, -5.00, -11.98, 2.34, 1.6, 8.82, repro,
2007-06-17,-8.16, -4.51, 0.74, 2.2, 1.55, 8.45, repro,
2007-06-18,-6.47, -2.95, -3.92, 2.24, 1.56, 8.54, repro,
2007-06-19,-7.90, -3.37, -1.43, 2.18, 1.55, 8.35, repro,
2007-06-20,-9.19, -3.21, -4.93, 2.14, 1.53, 8.33, repro,
2007-06-21,-9.43, -4.49, -7.51, 2.29, 1.59, 8.64, repro,
2007-06-22,-6.55, -4.93, 0.68, 2.36, 1.65, 8.92, repro,
2007-06-23,-7.17, -3.31, -2.46, 2.29, 1.64, 8.78, repro,
2007-06-24,-7.49, -3.45, -9.57, 2.36, 1.67, 9.06, repro,
2007-06-25,-6.59, -4.02, -5.80, 2.18, 1.55, 8.51, repro,
2007-06-26,-6.49, -5.19, -4.57, 2.14, 1.54, 8.31, repro,
2007-06-27,-6.42, -5.36, 0.94, 2.17, 1.52, 8.35, repro,
2007-06-28,-5.88, -6.08, 0.84, 2.21, 1.52, 8.64, repro,
2007-06-29,-7.91, -4.06, 4.27, 2.17, 1.53, 8.34, repro,
2007-06-30,-8.31, -4.07, -1.09, 2.15, 1.53, 8.43, repro,
2007-07-01,-5.74, -4.84, 2.28, 2.18, 1.54, 8.41, repro,
2007-07-02,-6.73, -6.37, 3.57, 2.14, 1.51, 8.31, repro,
2007-07-03,-5.64, -4.10, 0.41, 2.24, 1.57, 8.65, repro,
2007-07-04,-8.23, -4.16, 1.96, 2.35, 1.66, 9.01, repro,
2007-07-05,-6.17, -4.59, 2.76, 2.21, 1.53, 8.46, repro,
2007-07-06,-4.93, -4.12, -0.08, 2.27, 1.61, 8.65, repro,
2007-07-07,-6.42, -3.92, 1.27, 2.21, 1.59, 8.68, repro,
2007-07-08,-8.85, -4.31, 1.84, 2.15, 1.55, 8.36, repro,
2007-07-09,-5.96, -4.11, 2.18, 2.13, 1.49, 8.23, repro,
2007-07-10,-7.63, -4.37, 3.92, 2.13, 1.5, 8.22, repro,
2007-07-11,-4.14, -4.40, 8.29, 2.21, 1.54, 8.53, repro,
2007-07-12,-6.84, -4.18, -3.46, 2.27, 1.6, 8.95, repro,
2007-07-13,-5.71, -4.90, -0.68, 2.14, 1.51, 8.26, repro,
